"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2013","Homicide Firearm","2013","82","2085287","3.93"
"Both Sexes","All Races","New York","Both","All Ages","1999","2013","Homicide Firearm","2013","380","19651127","1.93"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2013","Homicide Firearm","2013","412","9848060","4.18"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2013","Homicide Firearm","2013","P","723393","."
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2013","Homicide Firearm","2013","447","11570808","3.86"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2013","Homicide Firearm","2013","178","3850568","4.62"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2013","Homicide Firearm","2013","54","3930065","1.37"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2013","Homicide Firearm","2013","486","12773801","3.8"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2013","Homicide Firearm","2013","18","1051511","1.71"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2013","Homicide Firearm","2013","244","4774839","5.11"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2013","Homicide Firearm","2013","P","844877","."
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2013","Homicide Firearm","2013","309","6495978","4.76"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2013","Homicide Firearm","2013","912","26448193","3.45"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2013","Homicide Firearm","2013","33","2900872","1.14"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2013","Homicide Firearm","2013","P","626630","."
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2013","Homicide Firearm","2013","233","8260405","2.82"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2013","Homicide Firearm","2013","116","6971406","1.66"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2013","Homicide Firearm","2013","43","1854304","2.32"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2013","Homicide Firearm","2013","115","5742713","2"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2013","Homicide Firearm","2013","P","582658","."
"Both Sexes","All Races","","Both","All Ages","1999","2013","Homicide Firearm","2013","11208","316128839","3.55"
"Both Sexes","All Races","","Both","All Ages","1999","2013","Homicide Firearm","X","174773","4472293305","3.91"
